"","group.label"
"3123","HGDP00933.SDG"
"3124","HGDP00856.SDG"
"3125","HGDP00062.SDG"
"3126","HGDP01086.SDG"
"3127","HGDP00710.SDG"
"3128","HGDP01192.SDG"
"3129","HGDP00009.SDG"
"3130","HGDP00924.SDG"
"3131","HGDP00550.SDG"
"3132","HGDP00920.SDG"
"3133","HGDP01225.SDG"
"3134","HGDP00925.SDG"
"3135","HGDP00938.SDG"
"3136","HGDP00478.SDG"
"3137","HGDP00939.SDG"
"3138","HGDP01256.SDG"
"3139","HGDP00724.SDG"
"3140","HGDP00726.SDG"
"3141","HGDP00837.SDG"
"3142","HGDP01190.SDG"
"3143","HGDP00555.SDG"
"3144","HGDP01029.SDG"
"3145","HGDP00118.SDG"
"3146","HGDP01081.SDG"
"3147","HGDP01415.SDG"
"3148","HGDP01418.SDG"
"3149","HGDP01043.SDG"
"3150","HGDP00843.SDG"
"3151","HGDP01419.SDG"
"3152","HGDP00992.SDG"
"3153","HGDP00877.SDG"
"3154","HGDP00781.SDG"
"3155","HGDP00926.SDG"
"3156","HGDP00782.SDG"
"3157","HGDP01255.SDG"
"3158","HGDP00460.SDG"
"3159","HGDP01245.SDG"
"3160","HGDP01037.SDG"
"3161","HGDP00930.SDG"
"3162","HGDP00820.SDG"
"3163","HGDP01214.SDG"
"3164","HGDP00319.SDG"
"3165","HGDP01186.SDG"
"3166","HGDP01310.SDG"
"3167","HGDP00821.SDG"
"3168","HGDP00777.SDG"
"3169","HGDP00984.SDG"
"3170","HGDP01327.SDG"
"3171","HGDP01099.SDG"
"3172","HGDP01416.SDG"
"3173","HGDP00972.SDG"
"3174","HGDP01313.SDG"
"3175","HGDP00813.SDG"
"3176","HGDP00814.SDG"
"3177","HGDP00971.SDG"
"3178","HGDP01296.SDG"
"3179","HGDP01330.SDG"
"3180","HGDP00812.SDG"
"3181","HGDP01213.SDG"
"3182","HGDP01340.SDG"
"3183","HGDP00811.SDG"
"3184","HGDP01033.SDG"
"3185","HGDP01090.SDG"
"3186","HGDP01021.SDG"
"3187","HGDP01289.SDG"
"3188","HGDP01023.SDG"
"3189","HGDP00917.SDG"
"3190","HGDP00776.SDG"
"3191","HGDP00774.SDG"
"3192","HGDP00815.SDG"
"3193","HGDP00779.SDG"
"3194","HGDP00818.SDG"
"3195","HGDP00784.SDG"
"3196","HGDP01318.SDG"
"3197","HGDP01100.SDG"
"3198","HGDP01290.SDG"
"3199","HGDP00975.SDG"
"3200","HGDP00974.SDG"
"3201","HGDP01196.SDG"
"3202","HGDP00786.SDG"
"3203","HGDP01181.SDG"
"3204","HGDP01354.SDG"
"3205","HGDP01294.SDG"
"3206","HGDP01352.SDG"
"3207","HGDP01348.SDG"
"3208","HGDP01322.SDG"
"3209","HGDP00977.SDG"
"3210","HGDP00780.SDG"
"3211","HGDP01287.SDG"
"3212","HGDP01292.SDG"
"3213","HGDP00976.SDG"
"3214","HGDP01224.SDG"
"3215","HGDP01184.SDG"
"3216","HGDP01334.SDG"
"3217","HGDP01321.SDG"
"3218","HGDP01101.SDG"
"3219","HGDP01353.SDG"
"3220","HGDP00817.SDG"
"3221","HGDP01180.SDG"
"3222","HGDP01195.SDG"
"3223","HGDP01341.SDG"
"3224","HG01804.SG"
"3225","HGDP01311.SDG"
"3226","HGDP01193.SDG"
"3227","HGDP01104.SDG"
"3228","HGDP01187.SDG"
"3229","HGDP01347.SDG"
"3230","HGDP01197.SDG"
"3231","HGDP01349.SDG"
"3232","HGDP01351.SDG"
"3233","HGDP01328.SDG"
"3234","HGDP01295.SDG"
"3235","HGDP01288.SDG"
"3236","HGDP01329.SDG"
"3237","HGDP00747.SDG"
"3238","HGDP01293.SDG"
"3239","HGDP00973.SDG"
"3240","HGDP00762.SDG"
"3241","HGDP01185.SDG"
"3242","HGDP01331.SDG"
"3243","HGDP01103.SDG"
"3244","HGDP01317.SDG"
"3245","HGDP01346.SDG"
"3246","HGDP01342.SDG"
"3247","HGDP01238.SDG"
"3248","HGDP01326.SDG"
"3249","HGDP01356.SDG"
"3250","HGDP00958.SDG"
"3251","HGDP01247.SDG"
"3252","HGDP00766.SDG"
"3253","HGDP01233.SDG"
"3254","HGDP01207.SDG"
"3255","HGDP01336.SDG"
"3256","HGDP00819.SDG"
"3257","HGDP00382.SDG"
"3258","HGDP00946.SDG"
"3259","HGDP01332.SDG"
"3260","HGDP01337.SDG"
"3261","HGDP01222.SDG"
"3262","HGDP01291.SDG"
"3263","HGDP01183.SDG"
"3264","HGDP00822.SDG"
"3265","HGDP00755.SDG"
"3266","HGDP00966.SDG"
"3267","HGDP01304.SDG"
"3268","HGDP00716.SDG"
"3269","HGDP01182.SDG"
"3270","HGDP01230.SDG"
"3271","HGDP00965.SDG"
"3272","HGDP01194.SDG"
"3273","HGDP00376.SDG"
"3274","HGDP00364.SDG"
"3275","HGDP00954.SDG"
"3276","HGDP01234.SDG"
"3277","HGDP00712.SDG"
"3278","HGDP00962.SDG"
"3279","HGDP00754.SDG"
"3280","HGDP01232.SDG"
"3281","HGDP01102.SDG"
"3282","HGDP01204.SDG"
"3283","HGDP00100.SDG"
"3284","HGDP01303.SDG"
"3285","HGDP01206.SDG"
"3286","HGDP00772.SDG"
"3287","HGDP00099.SDG"
"3288","HGDP00371.SDG"
"3289","HGDP00758.SDG"
"3290","HGDP00765.SDG"
"3291","HGDP00750.SDG"
"3292","HGDP01229.SDG"
"3293","HGDP01237.SDG"
"3294","HGDP00756.SDG"
"3295","HGDP00751.SDG"
"3296","HGDP00828.SDG"
"3297","HGDP00108.SDG"
"3298","HGDP00115.SDG"
"3299","HGDP00790.SDG"
"3300","HGDP00109.SDG"
"3301","HGDP00963.SDG"
"3302","HGDP00356.SDG"
"3303","HGDP00392.SDG"
"3304","HGDP01221.SDG"
"3305","HGDP00953.SDG"
"3306","HGDP01209.SDG"
"3307","HGDP00950.SDG"
"3308","HGDP00719.SDG"
"3309","HGDP00104.SDG"
"3310","HGDP01249.SDG"
"3311","HGDP01218.SDG"
"3312","HGDP01251.SDG"
"3313","HGDP00960.SDG"
"3314","HGDP00964.SDG"
"3315","HGDP00771.SDG"
"3316","HGDP00957.SDG"
"3317","HGDP00968.SDG"
"3318","HGDP01220.SDG"
"3319","HGDP01212.SDG"
"3320","HGDP00761.SDG"
"3321","HGDP01205.SDG"
"3322","HGDP00351.SDG"
"3323","HGDP00372.SDG"
"3324","HGDP01241.SDG"
"3325","HGDP00760.SDG"
"3326","HGDP00961.SDG"
"3327","HGDP00769.SDG"
"3328","HGDP00757.SDG"
"3329","HGDP00952.SDG"
"3330","HGDP00721.SDG"
"3331","HGDP00021.SDG"
"3332","HGDP01231.SDG"
"3333","HGDP00969.SDG"
"3334","HGDP00039.SDG"
"3335","HGDP00764.SDG"
"3336","HGDP01305.SDG"
"3337","HGDP00060.SDG"
"3338","HGDP00035.SDG"
"3339","HGDP00791.SDG"
"3340","HGDP00234.SDG"
"3341","HGDP01227.SDG"
"3342","HGDP01236.SDG"
"3343","HGDP00110.SDG"
"3344","HGDP00173.SDG"
"3345","HGDP00955.SDG"
"3346","HGDP00106.SDG"
"3347","HGDP00285.SDG"
"3348","HGDP00047.SDG"
"3349","HGDP00049.SDG"
"3350","HGDP00031.SDG"
"3351","HGDP00438.SDG"
"3352","HGDP00199.SDG"
"3353","HGDP00313.SDG"
"3354","HGDP00066.SDG"
"3355","HGDP00239.SDG"
"3356","HGDP00013.SDG"
"3357","HGDP00323.SDG"
"3358","HGDP00070.SDG"
"3359","HGDP00262.SDG"
"3360","HGDP00224.SDG"
"3361","HGDP00304.SDG"
"3362","HGDP00098.SDG"
"3363","HGDP00043.SDG"
"3364","HGDP00181.SDG"
"3365","HGDP00247.SDG"
"3366","HGDP01361.SDG"
"3367","HGDP00445.SDG"
"3368","HGDP00423.SDG"
"3369","HGDP00189.SDG"
"3370","HGDP00243.SDG"
"3371","HGDP00033.SDG"
"3372","HGDP00011.SDG"
"3373","HGDP00210.SDG"
"3374","HGDP00082.SDG"
"3375","HGDP00258.SDG"
"3376","HGDP00315.SDG"
"3377","HGDP00052.SDG"
"3378","HGDP00074.SDG"
"3379","HGDP00185.SDG"
"3380","HGDP00072.SDG"
"3381","HGDP00192.SDG"
"3382","HGDP00244.SDG"
"3383","HGDP00277.SDG"
"3384","HGDP00412.SDG"
"3385","HGDP00092.SDG"
"3386","HGDP01358.SDG"
"3387","HGDP00228.SDG"
"3388","HGDP00264.SDG"
"3389","HGDP00290.SDG"
"3390","HGDP00330.SDG"
"3391","HGDP00003.SDG"
"3392","HGDP01359.SDG"
"3393","HGDP00417.SDG"
"3394","HGDP00025.SDG"
"3395","HGDP00139.SDG"
"3396","HGDP00536.SDG"
"3397","HGDP00539.SDG"
"3398","HGDP00205.SDG"
"3399","HGDP00183.SDG"
"3400","HGDP00402.SDG"
"3401","HGDP00169.SDG"
"3402","HGDP00080.SDG"
"3403","HGDP00096.SDG"
"3404","HGDP00015.SDG"
"3405","HGDP00141.SDG"
"3406","HGDP00879.SDG"
"3407","HGDP00086.SDG"
"3408","HGDP00298.SDG"
"3409","HGDP00146.SDG"
"3410","HGDP00251.SDG"
"3411","HGDP00902.SDG"
"3412","HGDP00150.SDG"
"3413","HGDP00226.SDG"
"3414","HGDP00309.SDG"
"3415","HGDP00153.SDG"
"3416","HGDP00519.SDG"
"3417","HGDP00512.SDG"
"3418","HGDP00088.SDG"
"3419","HGDP00145.SDG"
"3420","HGDP01357.SDG"
"3421","HGDP00134.SDG"
"3422","HGDP00137.SDG"
"3423","HGDP00201.SDG"
"3424","HGDP00880.SDG"
"3425","HGDP00513.SDG"
"3426","HGDP00900.SDG"
"3427","HGDP00898.SDG"
"3428","HGDP00527.SDG"
"3429","HGDP01363.SDG"
"3430","HGDP00524.SDG"
"3431","HGDP00511.SDG"
"3432","HGDP00154.SDG"
"3433","HGDP01404.SDG"
"3434","HGDP00143.SDG"
"3435","HGDP01384.SDG"
"3436","HGDP00899.SDG"
"3437","HGDP00901.SDG"
"3438","HGDP00177.SDG"
"3439","HGDP00886.SDG"
"3440","HGDP00078.SDG"
"3441","HGDP01388.SDG"
"3442","HGDP01360.SDG"
"3443","HGDP00520.SDG"
"3444","HGDP00149.SDG"
"3445","HGDP00522.SDG"
"3446","HGDP00535.SDG"
"3447","HGDP00523.SDG"
"3448","HGDP00518.SDG"
"3449","HGDP00158.SDG"
"3450","HGDP00094.SDG"
"3451","HGDP00531.SDG"
"3452","HGDP00537.SDG"
"3453","HGDP00528.SDG"
"3454","HGDP00151.SDG"
"3455","HGDP00516.SDG"
"3456","HGDP00895.SDG"
"3457","HGDP00133.SDG"
"3458","HGDP00891.SDG"
"3459","HGDP00076.SDG"
"3460","HGDP01362.SDG"
"3461","HGDP00529.SDG"
"3462","HGDP00883.SDG"
"3463","HGDP00515.SDG"
"3464","HGDP00140.SDG"
"3465","HGDP00882.SDG"
"3466","HGDP00538.SDG"
"3467","HGDP01400.SDG"
"3468","HGDP00148.SDG"
"3469","HGDP00155.SDG"
"3470","HGDP01398.SDG"
"3471","HGDP00131.SDG"
"3472","HGDP01382.SDG"
"3473","HGDP00144.SDG"
"3474","HGDP00884.SDG"
"3475","HGDP01376.SDG"
"3476","HGDP00889.SDG"
"3477","HGDP01397.SDG"
"3478","HGDP00896.SDG"
"3479","HGDP01386.SDG"
"3480","HGDP00525.SDG"
"3481","HGDP00890.SDG"
"3482","HGDP01403.SDG"
"3483","HGDP00893.SDG"
"3484","HGDP00897.SDG"
"3485","HGDP00517.SDG"
"3486","HGDP00799.SDG"
"3487","HGDP00885.SDG"
"3488","HGDP00161.SDG"
"3489","HGDP00892.SDG"
"3490","HGDP00888.SDG"
"3491","HGDP01074.SDG"
"3492","HGDP00881.SDG"
"3493","HGDP00671.SDG"
"3494","HGDP00514.SDG"
"3495","HGDP01157.SDG"
"3496","HGDP00894.SDG"
"3497","HGDP01164.SDG"
"3498","HGDP01156.SDG"
"3499","HGDP00561.SDG"
"3500","HGDP01073.SDG"
"3501","HGDP00563.SDG"
"3502","HGDP01399.SDG"
"3503","HGDP00797.SDG"
"3504","HGDP01375.SDG"
"3505","HGDP01065.SDG"
"3506","HGDP00572.SDG"
"3507","HGDP00573.SDG"
"3508","HGDP01066.SDG"
"3509","HGDP00808.SDG"
"3510","HGDP00583.SDG"
"3511","HGDP01166.SDG"
"3512","HGDP00807.SDG"
"3513","HGDP01387.SDG"
"3514","HGDP01367.SDG"
"3515","HGDP00534.SDG"
"3516","HGDP00670.SDG"
"3517","HGDP00582.SDG"
"3518","HGDP00579.SDG"
"3519","HGDP00649.SDG"
"3520","HGDP00651.SDG"
"3521","HGDP00691.SDG"
"3522","HGDP01071.SDG"
"3523","HGDP00700.SDG"
"3524","HGDP00590.SDG"
"3525","HGDP00668.SDG"
"3526","HGDP00632.SDG"
"3527","HGDP00675.SDG"
"3528","HGDP00803.SDG"
"3529","HGDP00575.SDG"
"3530","HGDP00794.SDG"
"3531","HGDP01173.SDG"
"3532","HGDP00565.SDG"
"3533","HGDP00741.SDG"
"3534","HGDP00674.SDG"
"3535","HGDP01068.SDG"
"3536","HGDP00646.SDG"
"3537","HGDP00122.SDG"
"3538","HGDP00248.SDG"
"3539","HGDP00254.SDG"
"3540","HGDP00179.SDG"
"3541","HGDP00241.SDG"
"3542","HGDP01075.SDG"
"3543","HGDP00581.SDG"
"3544","HGDP00045.SDG"
"3545","HGDP00578.SDG"
"3546","HGDP01366.SDG"
"3547","HGDP01070.SDG"
"3548","HGDP00868.SDG"
"3549","HGDP00970.SDG"
"3550","HGDP00631.SDG"
"3551","HGDP00870.SDG"
"3552","HGDP00546.SDG"
"3553","HGDP00661.SDG"
"3554","HGDP00682.SDG"
"3555","HGDP00653.SDG"
"3556","HGDP00129.SDG"
"3557","HGDP00604.SDG"
"3558","HGDP00684.SDG"
"3559","HGDP00639.SDG"
"3560","HGDP00620.SDG"
"3561","HGDP00800.SDG"
"3562","HGDP01171.SDG"
"3563","HGDP01169.SDG"
"3564","HGDP00802.SDG"
"3565","HGDP00566.SDG"
"3566","HGDP01149.SDG"
"3567","HGDP00626.SDG"
"3568","HGDP00102.SDG"
"3569","HGDP00767.SDG"
"3570","HGDP00326.SDG"
"3571","HGDP00120.SDG"
"3572","HGDP00175.SDG"
"3573","HGDP00333.SDG"
"3574","HGDP01155.SDG"
"3575","HGDP00667.SDG"
"3576","HGDP00863.SDG"
"3577","HGDP00588.SDG"
"3578","HGDP00556.SDG"
"3579","HGDP00787.SDG"
"3580","HGDP00858.SDG"
"3581","HGDP01001.SDG"
"3582","HGDP01161.SDG"
"3583","HGDP01063.SDG"
"3584","HGDP00912.SDG"
"3585","HGDP00595.SDG"
"3586","HGDP00621.SDG"
"3587","HGDP00623.SDG"
"3588","HGDP01269.SDG"
"3589","HGDP00685.SDG"
"3590","HGDP01067.SDG"
"3591","HGDP01167.SDG"
"3592","HGDP01069.SDG"
"3593","HGDP00696.SDG"
"3594","HGDP00687.SDG"
"3595","HGDP00121.SDG"
"3596","HGDP00388.SDG"
"3597","HGDP01248.SDG"
"3598","HGDP00698.SDG"
"3599","HGDP00037.SDG"
"3600","HGDP00307.SDG"
"3601","HGDP00407.SDG"
"3602","HGDP00259.SDG"
"3603","HGDP00571.SDG"
"3604","HGDP00873.SDG"
"3605","HGDP00663.SDG"
"3606","HGDP01041.SDG"
"3607","HGDP00999.SDG"
"3608","HGDP00704.SDG"
"3609","HGDP01277.SDG"
"3610","HGDP01152.SDG"
"3611","HGDP00708.SDG"
"3612","HGDP00869.SDG"
"3613","HGDP00909.SDG"
"3614","HGDP00641.SDG"
"3615","HGDP00591.SDG"
"3616","HGDP00643.SDG"
"3617","HGDP00676.SDG"
"3618","HGDP01369.SDG"
"3619","HGDP00640.SDG"
"3620","HGDP00810.SDG"
"3621","HGDP00673.SDG"
"3622","HGDP01379.SDG"
"3623","HGDP00577.SDG"
"3624","HGDP00686.SDG"
"3625","HGDP00614.SDG"
"3626","HGDP00732.SDG"
"3627","HGDP01268.SDG"
"3628","HGDP00054.SDG"
"3629","HGDP00191.SDG"
"3630","HGDP00311.SDG"
"3631","HGDP00669.SDG"
"3632","HGDP01072.SDG"
"3633","HGDP01162.SDG"
"3634","HGDP00995.SDG"
"3635","HGDP00876.SDG"
"3636","HGDP00854.SDG"
"3637","HGDP00875.SDG"
"3638","HGDP01056.SDG"
"3639","HGDP00752.SDG"
"3640","HGDP01058.SDG"
"3641","HGDP00753.SDG"
"3642","HGDP00832.SDG"
"3643","HGDP00727.SDG"
"3644","HGDP00679.SDG"
"3645","HGDP00688.SDG"
"3646","HGDP01260.SDG"
"3647","HGDP00635.SDG"
"3648","HGDP00672.SDG"
"3649","HGDP01378.SDG"
"3650","HGDP00557.SDG"
"3651","HGDP00678.SDG"
"3652","HGDP01254.SDG"
"3653","HGDP01217.SDG"
"3654","HGDP00638.SDG"
"3655","HGDP00618.SDG"
"3656","HGDP00949.SDG"
"3657","HGDP00759.SDG"
"3658","HGDP00230.SDG"
"3659","HGDP00068.SDG"
"3660","HGDP00029.SDG"
"3661","HGDP00553.SDG"
"3662","HGDP00615.SDG"
"3663","HGDP01309.SDG"
"3664","HGDP01060.SDG"
"3665","HGDP00628.SDG"
"3666","HGDP00859.SDG"
"3667","HGDP01053.SDG"
"3668","HGDP01027.SDG"
"3669","HGDP00805.SDG"
"3670","HGDP00872.SDG"
"3671","HGDP00594.SDG"
"3672","HGDP00624.SDG"
"3673","HGDP00598.SDG"
"3674","HGDP00647.SDG"
"3675","HGDP00735.SDG"
"3676","HGDP00699.SDG"
"3677","HGDP00602.SDG"
"3678","HGDP00586.SDG"
"3679","HGDP00648.SDG"
"3680","HGDP01239.SDG"
"3681","HGDP00690.SDG"
"3682","HGDP00017.SDG"
"3683","HGDP01270.SDG"
"3684","HGDP00444.SDG"
"3685","HGDP00197.SDG"
"3686","HGDP00560.SDG"
"3687","HGDP01059.SDG"
"3688","HGDP00849.SDG"
"3689","HGDP01276.SDG"
"3690","HGDP01262.SDG"
"3691","HGDP00906.SDG"
"3692","HGDP00625.SDG"
"3693","HGDP01282.SDG"
"3694","HGDP01373.SDG"
"3695","HGDP00607.SDG"
"3696","HGDP00683.SDG"
"3697","HGDP00738.SDG"
"3698","HGDP00739.SDG"
"3699","HGDP00629.SDG"
"3700","HGDP00746.SDG"
"3701","HGDP00619.SDG"
"3702","HGDP00636.SDG"
"3703","HGDP00574.SDG"
"3704","HGDP01370.SDG"
"3705","HGDP01077.SDG"
"3706","HGDP00587.SDG"
"3707","HGDP00599.SDG"
"3708","HGDP01174.SDG"
"3709","HGDP00637.SDG"
"3710","HGDP00677.SDG"
"3711","HGDP00748.SDG"
"3712","HGDP00171.SDG"
"3713","HGDP00041.SDG"
"3714","HGDP00023.SDG"
"3715","HGDP01372.SDG"
"3716","HGDP01151.SDG"
"3717","HGDP00558.SDG"
"3718","HGDP01275.SDG"
"3719","HGDP00454.SDG"
"3720","HGDP00860.SDG"
"3721","HGDP00455.SDG"
"3722","HGDP00549.SDG"
"3723","HGDP00861.SDG"
"3724","HGDP00551.SDG"
"3725","HGDP00611.SDG"
"3726","HGDP00730.SDG"
"3727","HGDP00745.SDG"
"3728","HGDP00564.SDG"
"3729","HGDP01377.SDG"
"3730","HGDP00666.SDG"
"3731","HGDP00959.SDG"
"3732","HGDP01271.SDG"
"3733","HGDP00433.SDG"
"3734","HGDP00397.SDG"
"3735","HGDP00237.SDG"
"3736","HGDP00806.SDG"
"3737","HGDP01177.SDG"
"3738","HGDP01302.SDG"
"3739","HGDP00804.SDG"
"3740","HGDP01019.SDG"
"3741","HGDP01055.SDG"
"3742","HGDP00729.SDG"
"3743","HGDP01010.SDG"
"3744","HGDP01014.SDG"
"3745","HGDP00871.SDG"
"3746","HGDP00862.SDG"
"3747","HGDP00634.SDG"
"3748","HGDP00693.SDG"
"3749","HGDP00644.SDG"
"3750","HGDP00613.SDG"
"3751","HGDP00654.SDG"
"3752","HGDP00734.SDG"
"3753","HGDP00645.SDG"
"3754","HGDP01267.SDG"
"3755","HGDP00701.SDG"
"3756","HGDP00733.SDG"
"3757","HGDP00744.SDG"
"3758","HGDP01208.SDG"
"3759","HGDP00302.SDG"
"3760","HGDP01380.SDG"
"3761","HGDP00795.SDG"
"3762","HGDP00913.SDG"
"3763","HGDP01258.SDG"
"3764","HGDP00864.SDG"
"3765","HGDP01339.SDG"
"3766","HGDP00568.SDG"
"3767","HGDP01280.SDG"
"3768","HGDP01261.SDG"
"3769","HGDP00622.SDG"
"3770","HGDP01264.SDG"
"3771","HGDP00692.SDG"
"3772","HGDP00736.SDG"
"3773","HGDP00612.SDG"
"3774","HGDP00740.SDG"
"3775","HGDP00584.SDG"
"3776","HGDP00600.SDG"
"3777","HGDP00627.SDG"
"3778","HGDP01374.SDG"
"3779","HGDP00542.SDG"
"3780","HGDP00559.SDG"
"3781","HGDP00838.SDG"
"3782","HGDP01301.SDG"
"3783","HGDP00642.SDG"
"3784","HGDP00694.SDG"
"3785","HGDP01259.SDG"
"3786","HGDP00187.SDG"
"3787","HGDP00274.SDG"
"3788","HGDP00281.SDG"
"3789","HGDP01263.SDG"
"3790","HGDP01057.SDG"
"3791","HGDP00606.SDG"
"3792","HGDP00601.SDG"
"3793","HGDP00689.SDG"
"3794","HGDP00697.SDG"
"3795","HGDP00064.SDG"
"3796","HGDP00222.SDG"
"3797","HGDP00007.SDG"
"3798","HGDP01062.SDG"
"3799","HGDP00567.SDG"
"3800","HGDP00967.SDG"
"3801","HGDP00206.SDG"
"3802","HGDP00865.SDG"
"3803","HGDP00731.SDG"
"3804","HGDP00664.SDG"
"3805","HGDP01266.SDG"
"3806","HGDP01265.SDG"
"3807","HGDP00630.SDG"
"3808","HGDP01064.SDG"
"3809","HGDP01272.SDG"
"3810","HGDP01279.SDG"
"3811","HGDP00680.SDG"
"3812","HGDP00521.SDG"
"3813","HGDP01284.SDG"
"3814","HGDP00456.SDG"
"3815","HGDP00778.SDG"
"3816","HGDP00927.SDG"
"3817","HGDP00998.SDG"
"3818","HGDP01307.SDG"
"3819","HGDP00665.SDG"
"3820","HGDP01079.SDG"
"3821","HGDP01078.SDG"
"3822","HGDP01323.SDG"
"3823","HGDP00616.SDG"
"3824","HGDP00725.SDG"
"3825","HGDP01338.SDG"
"3826","HGDP01333.SDG"
"3827","HGDP00449.SDG"
"3828","HGDP00476.SDG"
"3829","HGDP00027.SDG"
"3830","HGDP01345.SDG"
"3831","HGDP00548.SDG"
"3832","HGDP01402.SDG"
"3833","HGDP00737.SDG"
"3834","HGDP00232.SDG"
"3835","HGDP01246.SDG"
"3836","HGDP00773.SDG"
"3837","HGDP00749.SDG"
"3838","HGDP00597.SDG"
"3839","HGDP01198.SDG"
"3840","HGDP00058.SDG"
"3841","HGDP00785.SDG"
"3842","HGDP00903.SDG"
"3843","HGDP00540.SDG"
"3844","HGDP01098.SDG"
"3845","HGDP00706.SDG"
"3846","HGDP01253.SDG"
"3847","HGDP00569.SDG"
"3848","HGDP01240.SDG"
"3849","HGDP01315.SDG"
"3850","HGDP00160.SDG"
"3851","HGDP01364.SDG"
"3852","HGDP01032.SDG"
"3853","HGDP01153.SDG"
"3854","HGDP00932.SDG"
"3855","HGDP01047.SDG"
"3856","HGDP00338.SDG"
"3857","HGDP00846.SDG"
"3858","HGDP00991.SDG"
"3859","HGDP00936.SDG"
"3860","HGDP01274.SDG"
"3861","HGDP01030.SDG"
"3862","HGDP00660.SDG"
"3863","HGDP00216.SDG"
"3864","HGDP00656.SDG"
"3865","HGDP01076.SDG"
"3866","HGDP01286.SDG"
"3867","HGDP01044.SDG"
"3868","HGDP01242.SDG"
"3869","HGDP01417.SDG"
"3870","HGDP00956.SDG"
"3871","HGDP01320.SDG"
"3872","HGDP01179.SDG"
"3873","HGDP00124.SDG"
"3874","HGDP01034.SDG"
"3875","HGDP01414.SDG"
"3876","HGDP01308.SDG"
"3877","HGDP00090.SDG"
"3878","HGDP00195.SDG"
"3879","HGDP01188.SDG"
"3880","HGDP01250.SDG"
"3881","HGDP00474.SDG"
"3882","HGDP01199.SDG"
"3883","HGDP01018.SDG"
"3884","HGDP00650.SDG"
"3885","HGDP00157.SDG"
"3886","HGDP00286.SDG"
"3887","HGDP01036.SDG"
"3888","HGDP00526.SDG"
"3889","HGDP00717.SDG"
"3890","HGDP00783.SDG"
"3891","HGDP01401.SDG"
"3892","HGDP01365.SDG"
"3893","HGDP00722.SDG"
"3894","HGDP00887.SDG"
"3895","HGDP01335.SDG"
"3896","HGDP01306.SDG"
"3897","HGDP00982.SDG"
"3898","HGDP00987.SDG"
"3899","HGDP00951.SDG"
"3900","HGDP00713.SDG"
"3901","HGDP00775.SDG"
"3902","HGDP01172.SDG"
"3903","HGDP00533.SDG"
"3904","HGDP01163.SDG"
"3905","HGDP01035.SDG"
"3906","HGDP01215.SDG"
"3907","HGDP00428.SDG"
"3908","HGDP00552.SDG"
"3909","HGDP01350.SDG"
"3910","HGDP00855.SDG"
"3911","HGDP01015.SDG"
"3912","HGDP00852.SDG"
"3913","HGDP01314.SDG"
"3914","HGDP00702.SDG"
"3915","HGDP00208.SDG"
"3916","HGDP01095.SDG"
"3917","HGDP01012.SDG"
"3918","HGDP01223.SDG"
"3919","HGDP01228.SDG"
"3920","HGDP01168.SDG"
"3921","HGDP00554.SDG"
"3922","HGDP00125.SDG"
"3923","HGDP01028.SDG"
"3924","HGDP01297.SDG"
"3925","HGDP01191.SDG"
"3926","HGDP00328.SDG"
"3927","HGDP00019.SDG"
"3928","HGDP00461.SDG"
"3929","HGDP01312.SDG"
"3930","HGDP00915.SDG"
"3931","HGDP00928.SDG"
"3932","HGDP00530.SDG"
"3933","HGDP00857.SDG"
"3934","HGDP00457.SDG"
"3935","HGDP01355.SDG"
"3936","HGDP01211.SDG"
"3937","HGDP00798.SDG"
"3938","HGDP01203.SDG"
"3939","HGDP00796.SDG"
"3940","JHF05.SG"
"3941","JHM06.SG"
"3942","VindijaG1_final_provisional.SG"
"3943","Saami.SG"
